tag_label,tag_id,market_id,market_slug,question,clob_token_ids
elections,144,599307,will-rashida-tlaib-win-the-2026-michigan-democratic-primary,Will Rashida Tlaib win the 2026 Michigan Democratic Primary?,"[""45761844533847615095657975499649554423516098382359546239787965241599216489110"", ""97767433523834028432607127801550560819898564541831537765726721529534335838453""]"
elections,144,599308,will-sarah-anthony-win-the-2026-michigan-democratic-primary,Will Sarah Anthony win the 2026 Michigan Democratic Primary?,"[""44162996630579613944619329601086604585114580039271806622718850166081603488312"", ""86861447014827130074018921138137988822291708295577507404133014397402508069192""]"
elections,144,599309,will-kristen-mcdonald-rivet-win-the-2026-michigan-democratic-primary,Will Kristen McDonald Rivet win the 2026 Michigan Democratic Primary?,"[""8922710639437477954990654098858414058444921382508505451184351067105680225969"", ""114340618694795548048032631237414556707214948596108879651552052673573136118536""]"
elections,144,599310,will-andy-levin-win-the-2026-michigan-democratic-primary,Will Andy Levin win the 2026 Michigan Democratic Primary?,"[""19835581196144925594226241068229934006876264875869838825630024545913250806260"", ""101417798695348023730451223679149302603865990290677002526337951186193092407966""]"
elections,144,599311,will-matt-sahr-win-the-2026-michigan-democratic-primary,Will Matt Sahr win the 2026 Michigan Democratic Primary?,"[""43986832901480115975770598885448914644973339441868156495326187103850202425816"", ""84252679223362616378739922435722781121510894501012248080679822792405868493637""]"
elections,144,599323,will-graham-platner-be-the-democratic-nominee-for-senate-in-maine,Will Graham Platner be the Democratic nominee for Senate in Maine?,"[""51273396751548994017117054764897754414228591289652072971120018616721173971444"", ""69732267236340588035067724177359769962979053624149789047101950615640324836190""]"
elections,144,599324,will-janet-mills-be-the-democratic-nominee-for-senate-in-maine,Will Janet Mills be the Democratic nominee for Senate in Maine?,"[""36538842701383075131399258783814730353525125143988435459349182813934073807848"", ""51469050125334342675041532938035006268212349126791674076934139732091152113995""]"
elections,144,599325,will-dan-kleban-be-the-democratic-nominee-for-senate-in-maine,Will Dan Kleban be the Democratic nominee for Senate in Maine?,"[""77481318171335047328591651032911896763491342646014093639934301019258606619150"", ""107080924640291332768695532594456654301362852895742708190436320623455634988224""]"
elections,144,599326,will-chellie-pingree-be-the-democratic-nominee-for-senate-in-maine,Will Chellie Pingree be the Democratic nominee for Senate in Maine?,"[""40582400653155619328075956469552500170030522046193955547557477713370279563057"", ""100610158895422953936472708271328576009207076613232354004933524717835418544370""]"
elections,144,599327,will-jordan-wood-be-the-democratic-nominee-for-senate-in-maine,Will Jordan Wood be the Democratic nominee for Senate in Maine?,"[""64042023499171690072089529671394245926342142288867064196322402966461454126280"", ""21550149566526602463623919476906543820980714141926005576912997545264282073790""]"
elections,144,599328,will-troy-jackson-be-the-democratic-nominee-for-senate-in-maine,Will Troy Jackson be the Democratic nominee for Senate in Maine?,"[""37461989084413653734795809421098376373424254817858315797538209587257222021969"", ""238517786560077129681530766486694172055472591334781195173021479841756852253""]"
elections,144,599329,will-jared-golden-be-the-democratic-nominee-for-senate-in-maine,Will Jared Golden be the Democratic nominee for Senate in Maine?,"[""112709069152390670158768840374625484791639667888012609196878782330674715301016"", ""8901233624283477490118638398214954338623418183948465861624374546059779239456""]"
elections,144,599354,will-lindsey-graham-be-the-republican-nominee-for-senate-in-south-carolina,Will Lindsey Graham be the Republican nominee for Senate in South Carolina?,"[""56458125489755148756983070575884285785306433056136202728957154557809707541174"", ""32868332004782636316070250065897807482567926771587426094565280939810965032748""]"
elections,144,599355,will-paul-dans-be-the-republican-nominee-for-senate-in-south-carolina,Will Paul Dans be the Republican nominee for Senate in South Carolina?,"[""30301756432645222283090613187464947126705351789288833513996291475573522252549"", ""9617539398993645201617725935276183168742986517760348855893366218097411442904""]"
elections,144,599356,will-mark-lynch-be-the-republican-nominee-for-senate-in-south-carolina,Will Mark Lynch be the Republican nominee for Senate in South Carolina?,"[""7246362374659592210914528906696300561536727159825963493988110788167789691482"", ""114212876465522288061991061083770593405598589896086902092607259318652803966461""]"
elections,144,599357,will-thomas-murphy-be-the-republican-nominee-for-senate-in-south-carolina,Will Thomas Murphy be the Republican nominee for Senate in South Carolina?,"[""96763838311831698743251907744866319595734480116908198274897447530185692798694"", ""70748385826232654105723994898796574183165073147052119837464039309258409218777""]"
elections,144,628936,will-rick-caruso-win-the-california-governor-election-in-2026,Will Rick Caruso win the California Governor Election in 2026?,"[""97079880955117270083666806029014143818118511996487378321036003805764596740938"", ""73799328493543642746052258800105969283549276628347936341883522913427814616433""]"
elections,144,628938,will-katie-porter-win-the-california-governor-election-in-2026,Will Katie Porter win the California Governor Election in 2026?,"[""59961507866677494040607532131294205317570935112758647200306330458606615546543"", ""65318982358670048763344312757450206096555525736286943316108488774916591564841""]"
elections,144,628940,will-steve-hilton-win-the-california-governor-election-in-2026,Will Steve Hilton win the California Governor Election in 2026?,"[""82742036522262670996662794097029680950132682539859985097974842241612036171395"", ""63644763464034691367428527733393916036342796100129702980469514153898496549749""]"
elections,144,628942,will-stephen-cloobeck-win-the-california-governor-election-in-2026,Will Stephen Cloobeck win the California Governor Election in 2026?,"[""56625712760763435913938435276890711697397809531508832909291686351381221361003"", ""94282019692429898244765914743015954424414006454008188174485435019346878337357""]"
elections,144,628944,will-betty-yee-win-the-california-governor-election-in-2026,Will Betty Yee win the California Governor Election in 2026?,"[""70281793907385086211847388621294479535878334441733358377933099446528752678794"", ""293931606759594955581635245011649018332328205337615978953530347426124688732""]"
elections,144,628946,will-kyle-langford-win-the-california-governor-election-in-2026,Will Kyle Langford win the California Governor Election in 2026?,"[""52687837122619369610030804114166340063089308639039605237541487600082955039632"", ""83703459654516617790889884620903326144241957891269455699710936489803414421783""]"
elections,144,628948,will-eleni-kounalakis-win-the-california-governor-election-in-2026,Will Eleni Kounalakis win the California Governor Election in 2026?,"[""80001541196533445384638857826765844622336176247558086607183828472215016820926"", ""113010527531893939378789731087528072424814820644967573635491032088087882607051""]"
elections,144,628950,will-tony-thurmond-win-the-california-governor-election-in-2026,Will Tony Thurmond win the California Governor Election in 2026?,"[""97702334451352897001337910972309092345221725844052357364009019821657345731021"", ""37257869624944300545566572508726001571198863449571674924675677764748235929449""]"
elections,144,628952,will-leo-zacky-win-the-california-governor-election-in-2026,Will Leo Zacky win the California Governor Election in 2026?,"[""28995761858308797540202767490519720137865013282800276958339531394045469725185"", ""34658433917903107167353140871253742852508953395949523799435662258348239747235""]"
elections,144,628954,will-eric-swalwell-win-the-california-governor-election-in-2026,Will Eric Swalwell win the California Governor Election in 2026?,"[""53108492762804322790881187287769990850666506477078895895702280937595932013486"", ""68633013825434166548260511831725682590285985025675211357136649702023732503212""]"
elections,144,628956,will-kamala-harris-win-the-california-governor-election-in-2026,Will Kamala Harris win the California Governor Election in 2026?,"[""73345090003108666594794151475505970950770375486703004280822578392488185094987"", ""108971146127809728720449629781835866416113811834896025898623358136784585942719""]"
elections,144,628937,will-alex-padilla-win-the-california-governor-election-in-2026,Will Alex Padilla win the California Governor Election in 2026?,"[""27917044669327306061079144978831477036721566699378308758417293047296113420189"", ""50335130575909019570481288261923539666549269210813804299376143524912825226013""]"
elections,144,628939,will-antonio-villaraigosa-win-the-california-governor-election-in-2026,Will Antonio Villaraigosa win the California Governor Election in 2026?,"[""36414954588752207538819032120216717092589056211565128836805997597026535658896"", ""44412934698771801188882994107287469209323166573685641573116152091754947428221""]"
elections,144,628941,will-xavier-becerra-win-the-california-governor-election-in-2026,Will Xavier Becerra win the California Governor Election in 2026?,"[""60977129292396881848833910361112107174416489010090570432106122538120602786646"", ""42544248033910169115455586624331983477679665735561815306855702312176773945155""]"
elections,144,628943,will-butch-ware-win-the-california-governor-election-in-2026,Will Butch Ware win the California Governor Election in 2026?,"[""5596862834696125721576904607560330168562395965947471642144909672400781563525"", ""881994954653360769083594209445149225970326541801329428580213904522684972596""]"
elections,144,628945,will-toni-atkins-win-the-california-governor-election-in-2026,Will Toni Atkins win the California Governor Election in 2026?,"[""46795587673242136909437201632973334679982713622973285707845177101454063819719"", ""99375319872931530523544259083156956326524999773821517509514488503099472787391""]"
elections,144,628947,will-chad-bianco-win-the-california-governor-election-in-2026,Will Chad Bianco win the California Governor Election in 2026?,"[""89694314427486889897766629507723742460669068230376416068996390119126818537632"", ""61757469317668577515958048784869874652534541383251022341140867651976647414109""]"
elections,144,628949,will-daniel-mercuri-win-the-california-governor-election-in-2026,Will Daniel Mercuri win the California Governor Election in 2026?,"[""53943024503150115514653967017098517943934976181100661411753055914691662047501"", ""75489492325530832648282075587602621325711066054385688667973713801701368143377""]"
elections,144,628951,will-michael-younger-win-the-california-governor-election-in-2026,Will Michael Younger win the California Governor Election in 2026?,"[""110624820174512595032719547193919253929632091585224629966521372245175868300590"", ""78052805145186497763106949946349241872331133557584203095696789811879123891012""]"
elections,144,628953,will-nicole-shanahan-win-the-california-governor-election-in-2026,Will Nicole Shanahan win the California Governor Election in 2026?,"[""90209687118917041742612656238209836178607847566398364643125772743766012953994"", ""38551324461192554007394388780133761351986051077624435049036979094162025043348""]"
elections,144,628955,will-tom-steyer-win-the-california-governor-election-in-2026,Will Tom Steyer win the California Governor Election in 2026?,"[""20705956847651355292903061592334315186019059728484478747049630947764308652621"", ""36038186568927998467509291483985866554521847803798174147820946484272760262519""]"
elections,144,629030,will-karen-bass-win-the-2026-los-angeles-mayoral-election,Will Karen Bass win the 2026 Los Angeles mayoral election?,"[""21099887182068653164347641846316470453763034851874063977340528628016776716246"", ""34469274651136131348321516150438492438660307886630693950137200696755429925073""]"
elections,144,629032,will-asaad-alnajjar-win-the-2026-los-angeles-mayoral-election,Will Asaad Alnajjar win the 2026 Los Angeles mayoral election?,"[""55861989293273634305933285277194970868489003970433685245918073612417179335770"", ""30844241227861542999805265987483401626415121459851933818510085614003730555084""]"
elections,144,629031,will-rick-caruso-win-the-2026-los-angeles-mayoral-election,Will Rick Caruso win the 2026 Los Angeles mayoral election?,"[""42315045446458537749809488392572269422091075479929512352637213846051200760660"", ""6272451645550809327592461085908386128252751857935685961835672007652924246672""]"
elections,144,629033,will-gina-viola-win-the-2026-los-angeles-mayoral-election,Will Gina Viola win the 2026 Los Angeles mayoral election?,"[""56428739035343531715615783525934407053747955921471985710168312769988986402660"", ""10199514220526415125575511412068848598660416270234162803029905638302585943352""]"
elections,144,629035,will-spencer-pratt-win-the-2026-los-angeles-mayoral-election,Will Spencer Pratt win the 2026 Los Angeles mayoral election?,"[""84204843763363692452087731991840646974465033840290811886282964917432364505726"", ""58101606518504380348617317218934558839958592686161147922839639482607426752399""]"
elections,144,629183,will-the-democrat-win-the-arizona-governor-race-in-2026,Will the Democrats win the Arizona governor race in 2026?,"[""48368039124533504674394545622809320495392482760644292167644042386014017726777"", ""2523036761393218729489135332182856159698268685360641264822465280431935747282""]"
elections,144,629184,will-the-republican-win-the-arizona-governor-race-in-2026,Will the Republicans win the Arizona governor race in 2026?,"[""18859933834391393264997730047904836599784455493762567366530805521273388590339"", ""88124433300559247959309048268928728970816174095213461359357515260826164605193""]"
elections,144,629271,will-the-republicans-win-the-alabama-governor-race-in-2026,Will the Republicans win the Alabama governor race in 2026?,"[""109054998942213692077271472955675949350077711784792442998941210738471587356514"", ""21394111175696078564277251080686998161963462347401624447476423901276480986629""]"
elections,144,629270,will-the-democrats-win-the-alabama-governor-race-in-2026,Will the Democrats win the Alabama governor race in 2026?,"[""66799540193763442273153807390120946960260027428359861674134091731050086258652"", ""24047710826989921604302853982918619576361902127755708458471439265448576446915""]"
elections,144,629283,will-the-democrats-win-the-arkansas-governor-race-in-2026,Will the Democrats win the Arkansas governor race in 2026?,"[""40899822988489523883534886021948522261134770684960257613447444387617827489093"", ""35030034494631681902294217492110758656618132724500445741909954480811382889848""]"
elections,144,629284,will-the-republicans-win-the-arkansas-governor-race-in-2026,Will the Republicans win the Arkansas governor race in 2026?,"[""102338577209265315381870206199608266895858545057511455426333199851251620807909"", ""108244966340188405225591538806662687422650826116902649764794167749158072655084""]"
elections,144,629297,will-the-republicans-win-the-colorado-governor-race-in-2026,Will the Republicans win the Colorado governor race in 2026?,"[""17546916569546560082654809047780534438941220653259855302022567325162996913878"", ""99678455340473466359487157107548906800078148061788837551165683023089300945639""]"
elections,144,629296,will-the-democrats-win-the-colorado-governor-race-in-2026,Will the Democrats win the Colorado governor race in 2026?,"[""13561110222018578357785114619723468880952494576477687978085608584743809891728"", ""23240918648754624979648235652725215687566970949759632721271689666058289934523""]"
elections,144,629312,will-the-republicans-win-the-connecticut-governor-race-in-2026,Will the Republicans win the Connecticut governor race in 2026?,"[""28222949582692352334110457056784683609708218641745397767642367585928375878193"", ""3641056676837946671256477781020225557556713248985258428151086443592289606284""]"
elections,144,629311,will-the-democrats-win-the-connecticut-governor-race-in-2026,Will the Democrats win the Connecticut governor race in 2026?,"[""94716743709853585469973889676994451123824166409123282527490222914006156870020"", ""79903668476273078904167389486657973102725695126491520283526754047409624544734""]"
elections,144,629325,will-the-republicans-win-the-florida-governor-race-in-2026,Will the Republicans win the Florida governor race in 2026?,"[""107409796822153809778143872196236532785178617102787858261374110829112218839748"", ""47371207337429105795077789605234118169598966393033859219795208509845903311456""]"
elections,144,629324,will-the-democrats-win-the-florida-governor-race-in-2026,Will the Democrats win the Florida governor race in 2026?,"[""45666577334498374671436529469006420565255125221309505855441517627481607414492"", ""83106526449876874573813297184176954494008138834292248374570211745966785088569""]"
elections,144,629338,will-the-republicans-win-the-georgia-governor-race-in-2026,Will the Republicans win the Georgia governor race in 2026?,"[""17555504943162344098534978138053308162738914357892515623100381936995379845407"", ""53502088681539225888217182746120417070419934602682782293991096287838014660594""]"
elections,144,629337,will-the-democrats-win-the-georgia-governor-race-in-2026,Will the Democrats win the Georgia governor race in 2026?,"[""59980150909931986777748227027020522224275707387562276219060223816867188565245"", ""29426800815897155175757951733656404312185134543823956306564757069451562558732""]"
elections,144,629351,will-the-republicans-win-the-hawaii-governor-race-in-2026,Will the Republicans win the Hawaii governor race in 2026?,"[""6206829575409742132406519993328718521258147411060807019224318077365646262406"", ""100353087113074450324456811106016314839007387223599641723313349068598740344021""]"
elections,144,629350,will-the-democrats-win-the-hawaii-governor-race-in-2026,Will the Democrats win the Hawaii governor race in 2026?,"[""110136962687751258520353298894226275160632723246908859759371791290370868364654"", ""115156135737411153581543130004616889013481834144163536136083461936312640716888""]"
elections,144,629364,will-the-republicans-win-the-idaho-governor-race-in-2026,Will the Republicans win the Idaho governor race in 2026?,"[""87236158376775117473663657833358313384905412589236150240764095508530872387075"", ""82634422298850840881183023689039409946597074068273164314419715554438926559829""]"
elections,144,629363,will-the-democrats-win-the-idaho-governor-race-in-2026,Will the Democrats win the Idaho governor race in 2026?,"[""33422454484664318134839474897555797731651253833609657227452504228201243908837"", ""40571564745590344089989477714526464580243500116795170298523584156719369881208""]"
elections,144,629376,will-the-democrats-win-the-illinois-governor-race-in-2026,Will the Democrats win the Illinois governor race in 2026?,"[""23435178151774440115423538812688705649247609803850018642847000556068202005554"", ""77478268313210841142065181291293453793679683521836424926635787111097653950699""]"
elections,144,629377,will-the-republicans-win-the-illinois-governor-race-in-2026,Will the Republicans win the Illinois governor race in 2026?,"[""84456939894380206199554748929444222951802944556070526261308395410636849018567"", ""88155146065463355811852801401879409201325988911214097064440702203630027364013""]"
elections,144,629397,will-the-democrats-win-the-iowa-governor-race-in-2026,Will the Democrats win the Iowa governor race in 2026?,"[""45621938709469399887344165091123819127263258871102896783851049824656362940868"", ""72286694793480540627539910984935225027717415042902477334885085671426791945028""]"
elections,144,629398,will-the-republicans-win-the-iowa-governor-race-in-2026,Will the Republicans win the Iowa governor race in 2026?,"[""35744753605838865227961720864928711626409257515092566128191701940968999011763"", ""66995205093020988805717868805435346915682775248431420622150164310292956433386""]"
elections,144,629413,will-the-republicans-win-the-kansas-governor-race-in-2026,Will the Republicans win the Kansas governor race in 2026?,"[""63693837389044553718411703128182914158332390182546987000527783026710645197027"", ""67083865982621347962588306486968672865410439281803783157758359046366394195666""]"
elections,144,629412,will-the-democrats-win-the-kansas-governor-race-in-2026,Will the Democrats win the Kansas governor race in 2026?,"[""79484096963248498578517243733071571984223432387663163312687533493173144145268"", ""29394102154625046234624466923627257102948178230785334718764086258965622150946""]"
elections,144,629425,will-the-democrats-win-the-maine-governor-race-in-2026,Will the Democrats win the Maine governor race in 2026?,"[""92845243966002494782242842696395378111295494684532387488276103452077216171518"", ""24881767450639056263521368837377769213210166022664275303369919457991423602034""]"
elections,144,629426,will-the-republicans-win-the-maine-governor-race-in-2026,Will the Republicans win the Maine governor race in 2026?,"[""77900872247159891045693614974240851672235710405168744753050508553885061962390"", ""39427014826257060612750295323428415519029045306172068408478691177307792399817""]"
elections,144,629439,will-the-republicans-win-the-maryland-governor-race-in-2026,Will the Republicans win the Maryland governor race in 2026?,"[""99454680080858182975916786322594927636228275589135289499749895045005789315019"", ""56155921462165675245063764296994337178368244177849069777989554232578924728272""]"
elections,144,629438,will-the-democrats-win-the-maryland-governor-race-in-2026,Will the Democrats win the Maryland governor race in 2026?,"[""21509039698927424303190259436702262868147960450053769072201076877922760800234"", ""61059317298180515598301968520737758441265273977469929832715117586893344185237""]"
elections,144,629452,will-the-republicans-win-the-massachusetts-governor-race-in-2026,Will the Republicans win the Massachusetts governor race in 2026?,"[""60883119277247470994582429550632811829505423471772740208057726618094988141160"", ""10611280019407480266757525986655762365905028957860028005381241543984362875196""]"
elections,144,629451,will-the-democrats-win-the-massachusetts-governor-race-in-2026,Will the Democrats win the Massachusetts governor race in 2026?,"[""86599393407315290835574565918707146460542680358932655202787183319230565551172"", ""1074379534528472094299733191236211201333766587219308586291620262007935366404""]"
elections,144,629464,will-the-democrats-win-the-michigan-governor-race-in-2026,Will the Democrats win the Michigan governor race in 2026?,"[""63517706574758177502492185078056756527324898714284142778693046697324148388357"", ""24313213949676763118562588141459255175279390673486982872182407528149814471441""]"
elections,144,629465,will-the-republicans-win-the-michigan-governor-race-in-2026,Will the Republicans win the Michigan governor race in 2026?,"[""3091929947863726371877226324959784580013579280794631063604653957812689085396"", ""113314550423744773607951568238874281430587441567297387737553364413695224215541""]"
elections,144,629477,will-the-democrats-win-the-minnesota-governor-race-in-2026,Will the Democrats win the Minnesota governor race in 2026?,"[""9126148503694470083148381233969293708563386203943196700151133094426622508276"", ""33576178139790676268585487625882069821783219374491053705510339906433025453375""]"
elections,144,629478,will-the-republicans-win-the-minnesota-governor-race-in-2026,Will the Republicans win the Minnesota governor race in 2026?,"[""52147423614804649302719056405435366546705837330765266472799012257146403501281"", ""109479449074543471145484253502931698015409097892748819311501332215892915223104""]"
elections,144,629490,will-the-democrats-win-the-nebraska-governor-race-in-2026,Will the Democrats win the Nebraska governor race in 2026?,"[""3466069051818884243073756614952529401222377791973010490050674378116587529746"", ""92126133761065609991474983465510729635862551955946178295579828633955084637564""]"
elections,144,629491,will-the-republicans-win-the-nebraska-governor-race-in-2026,Will the Republicans win the Nebraska governor race in 2026?,"[""73030731922944118546035998309915164095890033874433358499266850532352206183824"", ""41945421762551165990972642577535418909054419711335780279294726323846688236499""]"
elections,144,629505,will-the-democrats-win-the-nevada-governor-race-in-2026,Will the Democrats win the Nevada governor race in 2026?,"[""1246864710804983890692377994891598401616546411512113588399830364959833951829"", ""63105785868222491666410116782074992901361520126431203229953017216126863105293""]"
elections,144,629506,will-the-republicans-win-the-nevada-governor-race-in-2026,Will the Republicans win the Nevada governor race in 2026?,"[""26514162544090965098284473937422427465088569867873952479707540387314217381282"", ""76313209944639250426806286965492886883353059598478633315707597639545615999446""]"
elections,144,629518,will-the-democrats-win-the-new-hampshire-governor-race-in-2026,Will the Democrats win the New Hampshire governor race in 2026?,"[""50014042446564445111498439180144732017863294969428914194102372141019045896702"", ""38923169084089463430603971435663780560871986004214398164473514082879434955128""]"
elections,144,629519,will-the-republicans-win-the-new-hampshire-governor-race-in-2026,Will the Republicans win the New Hampshire governor race in 2026?,"[""74721757099502856629978429446702729437619614092592091000501653336065671742582"", ""30088412391482363624377816393145245827324760089787001501690465830184683596344""]"
elections,144,629531,will-the-democrats-win-the-new-mexico-governor-race-in-2026,Will the Democrats win the New Mexico governor race in 2026?,"[""17781069937970314001472355582427331102577624490515546410398313363226785264562"", ""36751080180193208611679715282017036514262692646839311614046859811593442232572""]"
elections,144,629532,will-the-republicans-win-the-new-mexico-governor-race-in-2026,Will the Republicans win the New Mexico governor race in 2026?,"[""66486026915087812107390926299428531209332603871609345502520740675575639289776"", ""28560287983606987850204671484619002594173232176549531922535113255113148304679""]"
elections,144,629544,will-the-democrats-win-the-new-york-governor-race-in-2026,Will the Democrats win the New York governor race in 2026?,"[""64050273355694113671090110638685043795558853994186493795797238541534244584786"", ""89871775413723061310900874811289289046282365859042241773701889222569854585191""]"
elections,144,629545,will-the-republicans-win-the-new-york-governor-race-in-2026,Will the Republicans win the New York governor race in 2026?,"[""108106288970534575307495623455701128869187166289634633189375113923142364674394"", ""32946988346851809083717853909672502303533938428804197173672614672441945179683""]"
elections,144,629558,will-the-republicans-win-the-ohio-governor-race-in-2026,Will the Republicans win the Ohio governor race in 2026?,"[""3104629708171062356498135654472461762731791851667035051301931240755518332250"", ""104526794566859391085042814952967251260974275524059793655101271789052995794634""]"
elections,144,629557,will-the-democrats-win-the-ohio-governor-race-in-2026,Will the Democrats win the Ohio governor race in 2026?,"[""63255709540320761353971859526848930870803944190764324681913735372035438815215"", ""16976595754865702888942253430173145813500518669245701188211359895815715104826""]"
elections,144,629571,will-the-republicans-win-the-oklahoma-governor-race-in-2026,Will the Republicans win the Oklahoma governor race in 2026?,"[""12195532376431728872322429427491005809800415403259444414908025975252692275196"", ""70400850745105924579032258999370614016356127378629300586837478000148390833708""]"
elections,144,629570,will-the-democrats-win-the-oklahoma-governor-race-in-2026,Will the Democrats win the Oklahoma governor race in 2026?,"[""37700214927702560862325287464231700075479667077774217635210792305464305010407"", ""82608334051864142932873144348121852324089451792525985503537377336006986101897""]"
elections,144,629584,will-the-republicans-win-the-oregon-governor-race-in-2026,Will the Republicans win the Oregon governor race in 2026?,"[""60638893393471159707288518099941698438888451383700859041754575565737488871199"", ""20648510697913817659399065554892739311338993894582582168950491913704093219808""]"
elections,144,629583,will-the-democrats-win-the-oregon-governor-race-in-2026,Will the Democrats win the Oregon governor race in 2026?,"[""9755787435930070640870536823763281543938387827225853124824813626465365556107"", ""46486910951407358308537327861577419089696653684888928429256333235431031567968""]"
elections,144,629614,will-the-democrats-win-the-pennsylvania-governor-race-in-2026,Will the Democrats win the Pennsylvania governor race in 2026?,"[""86158564038726526008163887440654010269502827272776903587995739265573029112945"", ""20918140760474946630045567241666208575510335017424226516022596966030394605413""]"
elections,144,629615,will-the-republicans-win-the-pennsylvania-governor-race-in-2026,Will the Republicans win the Pennsylvania governor race in 2026?,"[""5688801435889428424829669547673250506620304454224290559333533905846390372394"", ""21024189438556491499983312864085506291201006475691953166988844977583635820413""]"
elections,144,629627,will-the-democrats-win-the-rhode-island-governor-race-in-2026,Will the Democrats win the Rhode Island governor race in 2026?,"[""12963869833838696349134591178892586509546549676681530057691780490969939726649"", ""75325800980805191432247713433059602003287797994426454877102862804464373217417""]"
elections,144,629628,will-the-republicans-win-the-rhode-island-governor-race-in-2026,Will the Republicans win the Rhode Island governor race in 2026?,"[""102532646565376609462398061495436415751549869365588135784659237547896983513156"", ""10715098541516047115241310337325864327460214984462087775958463808642042359347""]"
elections,144,629641,will-the-republicans-win-the-south-carolina-governor-race-in-2026,Will the Republicans win the South Carolina governor race in 2026?,"[""115258259561547414610995893322363332894307320697384633557391293684664191320185"", ""17477959378122758499540906149943925432690452353416410038176243997158408694887""]"
elections,144,629640,will-the-democrats-win-the-south-carolina-governor-race-in-2026,Will the Democrats win the South Carolina governor race in 2026?,"[""69673263487139231624315897585768201230841320475352635832819992690850228911127"", ""60881151017130321740345136601526104676952077782755755891584789189096989545525""]"
elections,144,629654,will-the-republicans-win-the-south-dakota-governor-race-in-2026,Will the Republicans win the South Dakota governor race in 2026?,"[""33837211479232375079024923304907620849682048653904904303440832993092201214603"", ""38302880535951403336098668563481174440950945234701506433179054905474679477705""]"
elections,144,629653,will-the-democrats-win-the-south-dakota-governor-race-in-2026,Will the Democrats win the South Dakota governor race in 2026?,"[""19857809653204352084235953967001149759321806996646353766198011041287290557051"", ""81928830076368461059680704904933018599743089984775447893064772019302534185483""]"
elections,144,629666,will-the-democrats-win-the-tennessee-governor-race-in-2026,Will the Democrats win the Tennessee governor race in 2026?,"[""42092635016892213098098431597314233695276464574605657188222427223673881775927"", ""98575404987824247968035554378138502826375834662434598159433509586324667676456""]"
elections,144,629667,will-the-republicans-win-the-tennessee-governor-race-in-2026,Will the Republicans win the Tennessee governor race in 2026?,"[""24326213014906491852819643583064878883456155870415421965354259617491710449915"", ""48343513797313535139742557170888827052841827464414389814991107121857596719575""]"
elections,144,629691,will-the-republicans-win-the-texas-governor-race-in-2026,Will the Republicans win the Texas governor race in 2026?,"[""54743173400191373818547682740700297683169841200363505623023527116388816282328"", ""1866695229821909795321299492017203124655045093500207568743162324352894510180""]"
elections,144,629690,will-the-democrats-win-the-texas-governor-race-in-2026,Will the Democrats win the Texas governor race in 2026?,"[""48232987449750988261789196083999659380058157021032932634331257492238853387252"", ""72484470323457781490418074887818414956328925259630173408815876344351328006429""]"
elections,144,629708,will-the-republicans-win-the-vermont-governor-race-in-2026,Will the Republicans win the Vermont governor race in 2026?,"[""41583919731714354912849507182398941127545694257513505398713274521520484370640"", ""77561864081904257466881861992966973663334838144590020887681006880259960197549""]"
elections,144,629707,will-the-democrats-win-the-vermont-governor-race-in-2026,Will the Democrats win the Vermont governor race in 2026?,"[""60184991030711150053889856154789765911962237408503307206289529109604385579009"", ""63691357964355397861776339416833450653158434687925250159757815624217137833471""]"
elections,144,629721,will-the-republicans-win-the-wisconsin-governor-race-in-2026,Will the Republicans win the Wisconsin governor race in 2026?,"[""110568426700454908727813010666782278712329569099119457880819387703511785225289"", ""94997938472772845981621371346408480728260037625129184428077443070579239724265""]"
elections,144,629720,will-the-democrats-win-the-wisconsin-governor-race-in-2026,Will the Democrats win the Wisconsin governor race in 2026?,"[""47540146623620182724372695903724852067595146419459482790641441152489267651664"", ""9425494630420524762356091484606706289169789796333686976670441967109493832767""]"
elections,144,629733,will-the-democrats-win-the-wyoming-governor-race-in-2026,Will the Democrats win the Wyoming governor race in 2026?,"[""27698880682601961151205903485139737259763277359865731443999905606295817799595"", ""96583137082549706198480677389115178770016108390630706701207381056297764196817""]"
elections,144,629734,will-the-republicans-win-the-wyoming-governor-race-in-2026,Will the Republicans win the Wyoming governor race in 2026?,"[""110662231382210721528347530139180000273032668591469451320298639508988983810813"", ""99976219015035965574168901976309503181134185471894698064889695342472682228094""]"
elections,144,630627,will-the-democrats-win-the-alabama-senate-race-in-2026,Will the Democrats win the Alabama Senate race in 2026?,"[""77232568388576878990477542833081311975859328857370439688711702313039178600550"", ""41305309737809315151633117199490064099794235884838684383222141982080157632024""]"
elections,144,630628,will-the-republicans-win-the-alabama-senate-race-in-2026,Will the Republicans win the Alabama Senate race in 2026?,"[""95119856323193627993348587708417756152568014985721929036628780323821873817569"", ""95286107028750601502051168250844687833938339238703778383649184813520093295024""]"
elections,144,630653,will-the-democrats-win-the-arkansas-senate-race-in-2026,Will the Democrats win the Arkansas Senate race in 2026?,"[""68370995073141964079913803663665941780115677360430806954011390499916208708512"", ""13262930035751293044299030051076946493579310948743085503128810162298115061024""]"
elections,144,630654,will-the-republicans-win-the-arkansas-senate-race-in-2026,Will the Republicans win the Arkansas Senate race in 2026?,"[""48125407658537781630126353551882211313520827583468729408685633955919030034320"", ""1797580469213095171880719393862360781916964211483452267877668487044757332006""]"
